Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Fare_Per_KM
2024-07-25 01:29:00,01:29:00,CNR5978150582,Success,CID331153,Auto,Chamarajpet,Shantinagar,280.0,125.0,,,No,,992,Cash,1,"3,7","3,8",992.0
2024-07-18 07:52:00,07:52:00,CNR3181570676,Success,CID982383,Bike,Rajajinagar,Malleshwaram,91.0,100.0,,,No,,898,UPI,1,"4,5","4,2",898.0
2024-07-11 10:04:00,10:04:00,CNR6192036495,Success,CID811869,Auto,Varthur,Yeshwanthpur,126.0,145.0,,,No,,962,Cash,1,"3,6","4,6",962.0
2024-07-30 17:08:00,17:08:00,CNR8511922530,Success,CID595548,Auto,Shantinagar,Bellandur,308.0,75.0,,,No,,739,Cash,1,"3,5","3,7",739.0
2024-07-05 04:32:00,04:32:00,CNR6463369308,Success,CID137202,Auto,Ramamurthy Nagar,Hebbal,217.0,115.0,,,No,,591,Cash,1,4,"4,2",591.0
2024-07-10 15:20:00,15:20:00,CNR5171837492,Success,CID132573,Prime Sedan,Indiranagar,Electronic City,63.0,30.0,,,No,,1067,Cash,1,"4,5","4,7",1067.0
2024-07-05 12:00:00,12:00:00,CNR1592022912,Success,CID478115,Auto,Ramamurthy Nagar,Nagarbhavi,280.0,40.0,,,Yes,Vehicle Breakdown,2722,Cash,3,"3,7","4,2",907.3333333333334
2024-07-25 01:22:00,01:22:00,CNR6262974040,Success,CID881033,Bike,Hosur Road,Yeshwanthpur,140.0,65.0,,,No,,958,UPI,1,"4,9","4,4",958.0
2024-07-29 20:30:00,20:30:00,CNR2820214621,Success,CID646127,Auto,Jayanagar,Hebbal,133.0,70.0,,,No,,2630,Cash,4,"4,7",5,657.5
2024-07-25 07:12:00,07:12:00,CNR1186808003,Success,CID665787,Prime Sedan,JP Nagar,Sarjapur Road,168.0,40.0,,,No,,2012,Cash,3,"4,2","4,4",670.6666666666666
2024-07-26 02:08:00,02:08:00,CNR5838412921,Success,CID696116,Prime SUV,Rajajinagar,Rajarajeshwari Nagar,77.0,115.0,,,No,,2897,Credit Card,3,"3,8","3,9",965.6666666666666
2024-07-16 00:02:00,00:02:00,CNR7095696346,Success,CID513112,eBike,Kengeri,Bellandur,231.0,105.0,,,No,,501,Cash,1,"3,1","3,7",501.0
2024-07-09 21:04:00,21:04:00,CNR3491193727,Success,CID938857,eBike,Peenya,Chamarajpet,63.0,145.0,,,No,,2159,Credit Card,3,3,"3,9",719.6666666666666
2024-07-23 23:08:00,23:08:00,CNR3774765519,Success,CID966984,Prime SUV,Richmond Town,Langford Town,42.0,90.0,,,No,,647,UPI,1,"4,9",4,647.0
2024-07-08 14:29:00,14:29:00,CNR2614247673,Success,CID770530,eBike,Banashankari,Yeshwanthpur,35.0,45.0,,,No,,2210,Cash,4,3,"4,7",552.5
2024-07-02 13:42:00,13:42:00,CNR4223186261,Success,CID761098,Auto,Chamarajpet,JP Nagar,245.0,115.0,,,No,,635,Cash,1,5,"4,1",635.0
2024-07-30 16:29:00,16:29:00,CNR5333482734,Success,CID412305,Auto,MG Road,Hennur,224.0,85.0,,,No,,2097,UPI,1,"3,4","3,8",2097.0
2024-07-09 12:36:00,12:36:00,CNR4393874707,Success,CID353160,Prime Sedan,Peenya,KR Puram,238.0,30.0,,,No,,2185,Cash,3,"3,1","3,2",728.3333333333334
2024-07-27 12:28:00,12:28:00,CNR2717235417,Success,CID923933,Auto,Banashankari,Kadugodi,203.0,140.0,,,No,,965,Cash,1,"4,2","3,3",965.0
2024-07-06 07:43:00,07:43:00,CNR8535191336,Success,CID797261,Auto,Chamarajpet,Padmanabhanagar,252.0,95.0,,,No,,2756,Cash,5,"3,2","3,6",551.2
2024-07-26 20:36:00,20:36:00,CNR8719124075,Success,CID991457,Auto,Sahakar Nagar,Hulimavu,210.0,125.0,,,No,,2709,Cash,1,"3,9","3,7",2709.0
2024-07-07 17:23:00,17:23:00,CNR9205489572,Success,CID668456,eBike,Whitefield,Malleshwaram,147.0,90.0,,,No,,2805,UPI,3,"4,1","3,4",935.0
2024-07-27 04:10:00,04:10:00,CNR4988552378,Success,CID157292,Prime Sedan,Banashankari,Hulimavu,84.0,30.0,,,No,,1803,UPI,1,"4,6",4,1803.0
2024-07-14 11:05:00,11:05:00,CNR7302289571,Success,CID964086,Prime Sedan,Yeshwanthpur,Bannerghatta Road,168.0,100.0,,,No,,2733,UPI,3,"3,7","4,8",911.0
2024-07-18 03:43:00,03:43:00,CNR3028376361,Success,CID228585,Auto,Richmond Town,Shantinagar,91.0,130.0,,,No,,2327,Cash,1,"3,6","3,7",2327.0
2024-07-24 01:33:00,01:33:00,CNR6277613578,Success,CID103042,Mini,Devanahalli,Whitefield,161.0,75.0,,,No,,2190,Cash,3,"4,1","4,7",730.0
2024-07-31 10:29:00,10:29:00,CNR3406023491,Success,CID247449,Mini,Richmond Town,Langford Town,84.0,145.0,,,No,,2542,UPI,2,"3,5","4,1",1271.0
2024-07-31 11:15:00,11:15:00,CNR4418204484,Success,CID645793,Auto,HSR Layout,Hosur Road,133.0,145.0,,,No,,2388,Cash,4,"4,4","3,6",597.0
2024-07-31 00:11:00,00:11:00,CNR3148683136,Success,CID703583,Prime SUV,Shivajinagar,Indiranagar,63.0,125.0,,,No,,1033,Cash,2,"4,1","3,6",516.5
2024-07-31 08:02:00,08:02:00,CNR4619124679,Success,CID501578,Bike,JP Nagar,Shivajinagar,224.0,130.0,,,No,,2655,Cash,4,"3,1","4,4",663.75
2024-07-31 03:07:00,03:07:00,CNR1675481647,Success,CID801387,Mini,Shivajinagar,Peenya,49.0,75.0,,,No,,615,UPI,1,"4,2","4,9",615.0
2024-07-31 04:33:00,04:33:00,CNR3662913686,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56.0,45.0,,,No,,2944,Cash,3,"4,6","4,8",981.3333333333334
2024-07-31 18:01:00,18:01:00,CNR1845141816,Success,CID953810,Auto,Varthur,Marathahalli,91.0,30.0,,,No,,809,UPI,1,"3,9","3,4",809.0
2024-07-31 13:43:00,13:43:00,CNR6490286482,Success,CID367560,Prime SUV,Frazer Town,Sarjapur Road,112.0,115.0,,,No,,2109,Cash,2,"3,1","4,5",1054.5
2024-07-31 17:43:00,17:43:00,CNR3009573096,Success,CID738485,Auto,Devanahalli,Indiranagar,280.0,25.0,,,No,,2851,UPI,2,"3,8","3,4",1425.5
2024-07-31 14:17:00,14:17:00,CNR3043933092,Success,CID747844,Bike,Electronic City,Kadugodi,301.0,50.0,,,No,,532,UPI,1,"4,5",3,532.0
2024-07-31 15:48:00,15:48:00,CNR4163914114,Success,CID614929,Prime SUV,Ramamurthy Nagar,Magadi Road,273.0,60.0,,,No,,602,Cash,1,"4,7","3,2",602.0
2024-07-31 20:53:00,20:53:00,CNR7590027572,Success,CID449704,Mini,Basavanagudi,Yelahanka,112.0,40.0,,,No,,2222,Cash,2,"3,5","3,8",1111.0
2024-07-31 00:07:00,00:07:00,CNR9163229159,Success,CID416459,Mini,Tumkur Road,Cox Town,259.0,50.0,,,No,,1941,Cash,2,"3,4","4,4",970.5
2024-07-31 13:28:00,13:28:00,CNR4967204932,Success,CID353074,Prime Plus,Yelahanka,KR Puram,133.0,120.0,,,No,,2841,Cash,4,"3,9","4,5",710.25
2024-07-31 08:21:00,08:21:00,CNR9723719727,Success,CID883613,Mini,Banashankari,Rajajinagar,126.0,120.0,,,No,,1762,Cash,1,5,"4,7",1762.0
2024-07-31 04:10:00,04:10:00,CNR4923784988,Success,CID157292,Prime Sedan,Banashankari,Hulimavu,84.0,30.0,,,No,,1803,UPI,1,"4,6",4,1803.0
2024-07-31 11:05:00,11:05:00,CNR7395717302,Success,CID964086,Prime Sedan,Yeshwanthpur,Bannerghatta Road,168.0,100.0,,,No,,2733,UPI,3,"3,7","4,8",911.0
2024-07-31 03:43:00,03:43:00,CNR3063613028,Success,CID228585,Auto,Richmond Town,Shantinagar,91.0,130.0,,,No,,2327,Cash,1,"3,6","3,7",2327.0
2024-07-31 01:33:00,01:33:00,CNR6235786277,Success,CID103042,Mini,Devanahalli,Whitefield,161.0,75.0,,,No,,2190,Cash,3,"4,1","4,7",730.0
2024-07-31 18:16:00,18:16:00,CNR2250792217,Success,CID408436,eBike,JP Nagar,Richmond Town,147.0,85.0,,,No,,710,Cash,1,4,"3,8",710.0
2024-07-31 01:44:00,01:44:00,CNR5850605885,Success,CID380949,Auto,Banashankari,Rajajinagar,147.0,135.0,,,No,,822,UPI,1,"4,5","4,8",822.0
2024-07-31 09:53:00,09:53:00,CNR9187929105,Success,CID670783,Prime Sedan,Hulimavu,Kengeri,217.0,100.0,,,Yes,Vehicle Breakdown,804,Debit Card,1,"3,1","3,4",804.0
2024-07-31 02:23:00,02:23:00,CNR2192482158,Success,CID225075,Prime Sedan,Whitefield,Indiranagar,133.0,30.0,,,No,,545,Cash,1,"4,3",4,545.0
2024-07-31 02:38:00,02:38:00,CNR5439375441,Success,CID357864,Prime Sedan,Shivajinagar,Rajarajeshwari Nagar,203.0,60.0,,,No,,2280,Cash,1,"3,3","4,4",2280.0
2024-07-31 00:34:00,00:34:00,CNR4766314724,Success,CID335482,Auto,Hebbal,Indiranagar,273.0,30.0,,,No,,702,Cash,1,"4,5",5,702.0
2024-07-31 07:01:00,07:01:00,CNR5427755403,Success,CID406104,Auto,BTM Layout,Cox Town,175.0,135.0,,,Yes,Other Issue,1478,UPI,1,"3,8","4,2",1478.0
